REGISTER_NAME,AFS_LIC_NUM,AFS_LIC_NAME,AFS_LIC_ABN_ACN,AFS_LIC_START_DT,AFS_LIC_PRE_FSR,AFS_LIC_ADD_LOCAL,AFS_LIC_ADD_STATE,AFS_LIC_ADD_PCODE,AFS_LIC_ADD_COUNTRY,AFS_LIC_LAT,AFS_LIC_LNG,AFS_LIC_CONDITION
AFS Licence,224313,MELBOURNE VENTURE SECURITIES PTY. LTD.,71102538394,25/11/2002,,MELBOURNE,VIC,3000,Australia,-38.002282,145.083949,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products; and~securities; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products; and~securities;~to wholesale clients."
AFS Licence,224314,UNITED ALMONDS LTD.,13102342870,1/04/2003,,MELBOURNE,VIC,3000,Australia,-38.002282,145.083949,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only;~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only;~applying for, acquiring, varying or disposing of a financial product on behalf of those persons who hold interests in the managed investment schemes named in condition 1(c) below in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products; and~general insurance products; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""2004 Swan Hill Almond Grower Project"" scheme (ARSN: 108 074 719),~a scheme that is promoted to raise funds solely to finance primary production ventures as an active commercial enterprise limited to:~horticulture;~""2004 Swan Hill Almond Orchard Asset Trust"" scheme (ARSN: 108 074 586),~a scheme which only holds the following types of property:~direct real property;~""2005 Swan Hill Almond Grower Project"" scheme (ARSN: 113 186 468),~a scheme that is promoted to raise funds solely to finance primary production ventures as an active commercial enterprise limited to:~horticulture;~""2005 Swan Hill Almond Orchard Asset Trust"" scheme (ARSN: 113 186 495),~a scheme which only holds the following types of property:~direct real property;~""2006 Swan Hill Almond Grower Project"" scheme (ARSN: 118 163 929),~a scheme that is promoted to raise funds solely to finance primary production ventures as an active commercial enterprise limited to:~horticulture;~""2006 Swan Hill Almond Orchard Asset Trust"" scheme (ARSN: 118 164 097),~a scheme which only holds the following types of property:~direct real property;~""AIL Almond Grower Project - Swan Hill"" scheme (ARSN: 122 494 491),~a scheme that is promoted to raise funds solely to finance primary production ventures as an active commercial enterprise limited to:~horticulture;~""AIL Almond Asset Trust - 2007"" scheme (ARSN: 122 494 615),~a scheme which only holds the following types of property:~direct real property;~""AIL Almond Grower Project - 2010"" scheme (ARSN: 142 150 954),~a scheme that is promoted to raise funds solely to finance primary production ventures as an active commercial enterprise limited to:~horticulture;~""AIL Almond Asset Trust - 2010"" scheme (ARSN: 142 151 086),~a scheme which only holds the following types of property:~direct real property;~""Piangil Grower Project-2008"" scheme (ARSN: 128 581 644),~a scheme that is promoted to raise funds solely to finance primary production ventures as an active commercial enterprise limited to:~horticulture; and~""Piangil Asset Trust-2008"" scheme (ARSN: 128 581 662),~a scheme which only holds the following types of property:~direct real property;~to retail and wholesale clients."
AFS Licence,224315,DIF CAPITAL PARTNERS LIMITED,15101611438,21/01/2003,,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice only, for the following classes of financial products:~deposit and payment products limited to:~deposit products other than basic deposit products;~non-cash payment products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~foreign exchange contracts; and~interests in managed investment schemes limited to:~own managed investment scheme only; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~deposit products other than basic deposit products;~non-cash payment products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Direct Investment Fund Senior Debt Trust"" scheme (ARSN: 103 310 023),~a scheme which only holds the following types of property:~direct real property; and~financial assets;~""Direct Investment Fund Mezzanine Debt Trust"" scheme (ARSN: 103 309 780),~a scheme which only holds the following types of property:~direct real property; and~financial assets; and~""Direct Investment Fund Equity Trust"" scheme (ARSN: 103 310 407),~a scheme which only holds the following types of property:~direct real property; and~financial assets; and~provide the following custodial or depository services:~operate custodial or depository services other than investor directed portfolio services;~to wholesale clients."
AFS Licence,224323,"HADDAD, ELIAS ",75415838313,20/12/2002,InsGen 30543,BRUNSWICK EAST,VIC,3057,Australia,-37.778656,144.974246,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products;~life products including:~investment life insurance products; and~life risk insurance products;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation; and~deal in a financial product by:~arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:~general insurance products;~life products including:~investment life insurance products; and~life risk insurance products;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation;~to retail and wholesale clients."
AFS Licence,224426,RICHARD RAY & ASSOCIATES PTY. LTD.,33008154167,31/01/2003,InsGen 50104,KADINA,SA,5554,Australia,-33.967517,137.723049,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~to retail and wholesale clients."
AFS Licence,224482,GREENHILL & CO. AUSTRALIA PTY LIMITED,89086678346,20/11/2002,SecDlr 187580,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~derivatives limited to:~old law securities options contracts and warrants;~interests in managed investment schemes including:~investor directed portfolio services; and~securities; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives limited to:~old law securities options contracts and warrants;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~derivatives limited to:~old law securities options contracts and warrants;~interests in managed investment schemes including:~investor directed portfolio services; and~securities;~to wholesale clients."
AFS Licence,224485,CDG SECURITIES PTY LTD,31100934361,9/01/2003,,BARANGAROO,NSW,2000,Australia,-33.86401,151.2014,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products limited to:~investment life insurance products;~interests in managed investment schemes;~securities; and~superannuation;~to wholesale clients."
AFS Licence,224496,XENTINEL FINANCIAL SERVICES PTY LTD,16095943187,1/01/2003,SecDlr 208369~InsLif 90509,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities; and~superannuation;~to retail and wholesale clients."
AFS Licence,224543,FYG PLANNERS PTY LTD,55094972540,10/02/2003,SecDlr 205370~InsLif 90400,BURNIE,TAS,7320,Australia,-41.083119,145.913021,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail and wholesale clients."
AFS Licence,224558,KR SECURITIES PTY LTD,25069588263,2/12/2002,SecDlr 155598,WEST END,QLD,4101,Australia,-27.489004,153.004417,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail and wholesale clients."
AFS Licence,224560,ADVOCATE STRATEGIC INVESTMENTS PTY LTD,77101691598,23/12/2002,,WOODEND,VIC,3442,Australia,-37.365593,144.528378,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice to wholesale clients only, for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product in respect of wholesale clients only by:~issuing, applying for, acquiring, varying or disposing of a financial product to wholesale clients only in respect of the following classes of financial products:~derivatives;~foreign exchange contracts;~interests in managed investment schemes - own scheme only; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~underwriting in relation to wholesale clients only:~interests in managed investment schemes; and~an issue of securities; and~provide the following custodial or depository services in respect of own managed investment schemes only:~operate custodial or depository services other than investor directed portfolio services.~(d) deal in a financial product by:~(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~securities~ to retail clients only."
AFS Licence,224616,COYNE HOLDINGS PTY LIMITED,66063361491,1/04/2003,,BELLEVUE HILL,NSW,2023,Australia,-33.889418,151.25594,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice only, for the following classes of financial products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government; and~securities; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~debentures, stocks or bonds issued or proposed to be issued by a government; and~securities; and~underwriting:~an issue of securities;~to wholesale clients."
AFS Licence,224636,MIDWINE CONSULTING PTY. LTD.,40079774075,8/01/2003,,ELIZABETH BAY,NSW,2011,Australia,-33.870583,151.229096,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice only, for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes; and~securities;~to wholesale clients."
AFS Licence,224645,ELDERS FINANCIAL PLANNING PTY LTD,48007997186,11/12/2002,SecDlr 14919,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail and wholesale clients."
AFS Licence,224659,FIIG SECURITIES LIMITED,68085661632,20/12/2002,SecDlr 185055,BRISBANE,QLD,4000,Australia,-27.46758,153.027892,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~foreign exchange contracts; and~interests in managed investment schemes limited to:~own managed investment scheme only; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~provide the following custodial or depository services:~operate custodial or depository services other than investor directed portfolio services;~to retail and wholesale clients."
AFS Licence,224663,SETTLERS INVESTMENT MANAGEMENT LTD,51095920648,1/04/2003,SecDlr 208503,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes limited to:~own managed investment scheme only; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~general insurance products;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Viento Diversified Property Fund"" scheme (ARSN: 096 494 576),~a scheme which only holds the following types of property:~direct real property; and~financial assets; and~schemes which only hold the following types of property:~direct real property; and~provide the following custodial or depository services:~operate custodial or depository services other than investor directed portfolio services;~to retail and wholesale clients."
AFS Licence,224812,TOTAL RISK BROKERS PTY LTD,66098830614,14/03/2003,,BEENLEIGH,QLD,4207,Australia,-27.719056,153.194519,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~to retail clients."
AFS Licence,224815,ARGONAUT FUNDS MANAGEMENT PTY LTD,76101152863,20/12/2002,,PERTH,WA,6000,Australia,-32.160519,115.85626,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~securities; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~securities; and~underwriting:~an issue of securities;~to retail and wholesale clients."
AFS Licence,224818,ELEY GRIFFITHS GROUP PTY LIMITED,66102271812,11/12/2002,,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes excluding investor directed portfolio services; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~to wholesale clients."
AFS Licence,224852,TULLETT PREBON (AUSTRALIA) PTY LIMITED,26077757549,20/12/2002,SecDlr 168720,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~securities;~carbon units;~Australian carbon credit units; and~eligible international emissions units; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives; and~foreign exchange contracts; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~securities;~carbon units;~Australian carbon credit units; and~eligible international emissions units;~to wholesale clients."
AFS Licence,224855,IPS INSURANCE BROKERS PTY LTD,85090923452,19/03/2003,,OSBORNE PARK,WA,6017,Australia,-31.910218,115.813864,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:~general insurance products;~to retail and wholesale clients."
AFS Licence,224871,CRANSTON AUSTRALIA PTY LTD,68656253,25/03/2003,,EASTWOOD,SA,5063,Australia,-34.943239,138.624764,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~general insurance products; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~to retail and wholesale clients."
AFS Licence,224888,INSURANCE SOLUTIONS QUEENSLAND PTY LTD,10586606,1/03/2003,InsGen 40198,BONOGIN,QLD,4213,Australia,-28.132867,153.346523,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~life products limited to:~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products; and~life products limited to:~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~to retail and wholesale clients."
AFS Licence,224900,MELMAIN INVESTMENTS LIMITED,86090021462,13/01/2003,SecDlr 192963,COBRAM,VIC,3644,Australia,-35.940619,145.600526,"This licence authorises the licensee to carry on a financial services business to:~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Melmain Mortgage Fund"" scheme (ARSN: 091 785 429),~a scheme which only holds the following types of property:~mortgages; and~""Melmain Managed Fund"" scheme (ARSN: 103 263 896),~a scheme which only holds the following types of property:~mortgages;~to retail clients."
AFS Licence,224952,ESI FINANCIAL SERVICES PTY LTD,93101428782,13/01/2003,,BRISBANE,QLD,4000,Australia,-27.46758,153.027892,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail and wholesale clients."
AFS Licence,224954,TOTAL FINANCIAL SOLUTIONS AUSTRALIA LIMITED,94003771579,10/02/2003,SecDlr 11040,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail and wholesale clients."
AFS Licence,224972,ENDEAVOUR SECURITIES (AUSTRALIA) LIMITED,43079988819,11/02/2003,SecDlr 193197,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes including:~investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~general insurance products;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes including:~investor directed portfolio services; and~securities; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Film Opportunities Fund"" scheme (ARSN: 103 557 900),~a scheme which only holds the following types of property:~financial assets;~""Lifefocus Investment Fund"" scheme (ARSN: 092 294 829),~a scheme which only holds the following types of property:~derivatives; and~financial assets;~""Skylight Capital Build-Up Fund"" scheme (ARSN: 117 940 799),~a scheme which only holds the following types of property:~direct real property; and~financial assets; and~""Endeavour Hi-Yield Fund"" scheme (ARSN: 121 875 009),~a scheme which only holds the following types of property:~financial assets;~to retail and wholesale clients."
AFS Licence,225022,QUATTRO RISK SERVICES PTY LTD,81001766776,6/01/2003,InsGen 20054,NORTH SYDNEY,NSW,2060,Australia,-33.836292,151.210964,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~to retail and wholesale clients."
AFS Licence,225029,THE PRINCIPAL EDGE PTY. LTD.,82003710263,20/01/2003,SecDlr 173696,DOUBLE BAY,NSW,2028,Australia,-33.880951,151.244616,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~derivatives;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products including:~basic deposit products;~deposit products other than basic deposit products; and~non-cash payment products;~derivatives;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail and wholesale clients."
AFS Licence,225047,ACTION INSURANCE BROKERS PTY LTD,39080844426,24/12/2002,InsGen 20892,BELLA VISTA,NSW,2153,Australia,-33.744729,150.948966,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~general insurance products; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~to retail and wholesale clients."
